rb1705,0,0
ru1705,0,0
ru1709,0,0
rb1710,0,0
cu1706,0,0
cu1705,0,0
CF705,0,0
CF709,0,0
RM705,0,0
TA709,0,0
TA705,0,0
RM709,0,0
m1705,0,0
m1709,0,0
rb1705,3013910,102449336880.0
ru1705,536396,116327303200.0
m1705,1524204,45761277220.0
cu1705,125076,31083169400.0
rb1710,863332,28763476220.0
m1709,422880,12722020360.0
ru1709,113776,24841017500.0
cu1706,0,0
CF705,0,0
CF709,0,0
RM705,0,0
TA705,0,0
RM709,0,0
TA709,0,0
rb1705,612646,21027990060.0
ru1705,114660,25134635500.0
rb1710,151490,5088992680.0
ru1709,23960,5279866100.0
RM705,254220,639363300.0
TA705,509364,2980798128.0
TA709,44964,266726448.0
CF709,12212,200826340.0
CF705,188212,3030213200.0
RM709,31720,79934400.0
m1709,90778,2725284720.0
m1705,510246,15275590860.0
cu1705,28120,7041968800.0
cu1706,3786,951069000.0
rb1705,2325432,79526438040.0
ru1705,362642,79398101400.0
rb1710,628496,21031950540.0
cu1706,0,0
cu1705,0,0
ru1709,0,0
CF705,0,0
CF709,0,0
RM705,0,0
TA705,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
rb1710,291948,9724625380.0
ru1709,57940,12705238800.0
rb1705,1373562,46752495460.0
ru1705,297262,64658325300.0
TA705,1091048,6334624688.0
TA709,122094,718401096.0
CF705,100720,1598930000.0
RM705,302852,749861552.0
CF709,9306,151222500.0
RM709,71064,176522976.0
m1705,676082,19939753860.0
cu1705,65614,16212514600.0
cu1706,9116,2260277000.0
rb1710,783848,26155244180.0
ru1709,111380,24388911400.0
rb1705,3270352,111607549860.0
ru1705,536014,116403954500.0
cu1705,102828,25348368800.0
cu1706,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
CF705,0,0
RM705,0,0
m1709,0,0
m1705,0,0
ru1709,35214,7595507300.0
rb1705,1157722,39125156200.0
ru1705,162506,34710340600.0
rb1710,336004,11088255640.0
TA705,543276,3099932856.0
CF709,7734,124633410.0
CF705,72572,1141557560.0
TA709,89724,518425272.0
RM705,234896,580428016.0
RM709,46306,114792574.0
m1709,147348,4368109280.0
m1705,564722,16637413100.0
cu1705,30206,7402353200.0
cu1706,4706,1156004900.0
ru1709,142924,30627932600.0
rb1705,4519446,154637775180.0
ru1705,638726,135310775900.0
rb1710,1261222,42127687540.0
cu1706,13192,3246930300.0
cu1705,89842,22075024600.0
CF705,0,0
RM705,0,0
CF709,0,0
TA705,0,0
RM709,0,0
TA709,0,0
m1709,0,0
m1705,0,0
ru1709,33158,6856606500.0
rb1705,1165050,39897946440.0
ru1705,160936,32871454300.0
rb1710,196794,6566542200.0
TA705,499202,2840459380.0
CF709,3352,53983960.0
CF705,45502,715063930.0
TA709,49564,286083408.0
RM705,309454,771468822.0
RM709,63700,159759600.0
m1709,176108,5268617440.0
m1705,693878,20607846220.0
cu1705,35974,8779348400.0
cu1706,5026,1229775100.0
ru1709,112184,23158724200.0
rb1705,3592718,124010627980.0
ru1705,513038,104566879100.0
cu1705,82654,20161554600.0
rb1710,733376,24586843720.0
cu1706,11636,2846505800.0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
ru1709,42258,8658584800.0
rb1705,1280022,44728552980.0
ru1705,153752,31138843700.0
rb1710,272586,9209213420.0
TA705,564430,3189029500.0
CF709,4982,79188890.0
CF705,48084,745302000.0
TA709,44454,254721420.0
RM705,144798,352438332.0
RM709,33802,83254326.0
m1709,112410,3304237580.0
m1705,406130,11819898560.0
cu1706,3388,821893600.0
cu1705,32030,7749068400.0
rb1705,3980144,139998973240.0
ru1705,490032,98991821800.0
cu1705,73576,17881637400.0
rb1710,874486,29627877080.0
ru1709,120186,24590109400.0
cu1706,10662,2601133100.0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
ru1709,27590,5707567000.0
rb1705,977592,34880696420.0
ru1705,111566,22763326300.0
rb1710,140166,4800296080.0
RM705,138718,338749356.0
TA705,429128,2449462624.0
RM709,46102,114701776.0
TA709,52402,303721992.0
CF709,6932,111258600.0
CF705,41108,642723580.0
m1705,241450,7057151520.0
cu1705,27986,6871061200.0
cu1706,3720,916464700.0
rb1705,3226486,115806346360.0
rb1710,547378,18864568660.0
ru1709,127908,26389197100.0
ru1705,525558,106927901100.0
cu1705,92116,22663979500.0
cu1706,13940,3441639800.0
CF705,0,0
RM705,0,0
CF709,0,0
TA705,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
ru1709,47862,9681904900.0
rb1705,1042724,37168096140.0
ru1705,218070,43433657300.0
rb1710,168504,5773345600.0
RM705,241912,595829256.0
TA705,687698,3908875432.0
CF709,5628,90104280.0
CF705,58270,909012000.0
TA709,58142,335944476.0
RM709,58638,146712276.0
m1709,125608,3737285580.0
m1705,525208,15468921940.0
cu1705,29178,7181980200.0
cu1706,3136,774315800.0
ru1709,120358,24367970400.0
rb1705,3227282,114460558760.0
ru1705,529878,105672320900.0
m1705,1152700,33789770560.0
cu1706,11080,2724950300.0
cu1705,71136,17455772000.0
rb1710,587390,20028203220.0
m1709,306870,9095016260.0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
rb1705,829456,29222613840.0
ru1705,112346,22476734800.0
rb1710,134142,4559418280.0
ru1709,26682,5412796500.0
TA705,312694,1762968772.0
CF709,4768,76049600.0
CF705,38898,604474920.0
TA709,25288,145304848.0
RM705,132726,323187810.0
RM709,29374,72847520.0
m1705,331002,9668284640.0
cu1705,24224,5920503400.0
cu1706,3824,937298400.0
rb1705,3698118,129896939980.0
ru1705,617946,120033945200.0
cu1705,71966,17544920300.0
rb1710,824306,27984511560.0
ru1709,164906,32466406300.0
cu1706,13272,3243878100.0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
ru1709,34964,6661930500.0
rb1705,1133092,39552132600.0
ru1705,140338,26212573100.0
rb1710,211692,7146327780.0
RM705,167972,400781192.0
RM709,53466,129922380.0
TA705,458406,2545070112.0
CF709,10506,167990940.0
CF705,101714,1584195550.0
TA709,63034,356142100.0
m1709,115686,3382573120.0
m1705,427602,12298256080.0
cu1706,9406,2272424700.0
cu1705,59332,14300767800.0
ru1709,100442,19129643200.0
rb1705,3969622,136927525440.0
ru1705,369100,68900823200.0
cu1706,27972,6720805100.0
cu1705,129564,31068138400.0
rb1710,811516,27120508100.0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
rb1705,1140746,39990323860.0
ru1705,117774,22158240400.0
rb1710,274186,9271414200.0
ru1709,37414,7190419200.0
RM705,202286,485081828.0
TA705,386114,2160693944.0
RM709,44774,108935142.0
TA709,34526,196729148.0
CF709,13350,216937500.0
CF705,101126,1602847100.0
m1709,165082,4812559140.0
m1705,449084,12925287280.0
cu1706,5792,1394772800.0
cu1705,53888,12950655300.0
rb1705,0,0
ru1705,0,0
rb1710,0,0
ru1709,0,0
cu1705,0,0
cu1706,0,0
CF705,0,0
CF709,0,0
RM705,0,0
TA705,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
rb1705,716082,25753604600.0
ru1705,117820,21976799500.0
rb1710,174540,6022074000.0
ru1709,29108,5547961600.0
RM705,163022,392067910.0
RM709,50002,121604864.0
TA705,227038,1273683180.0
CF709,5658,92197110.0
CF705,60662,963312560.0
TA709,28066,160369124.0
m1709,121478,3542514660.0
m1705,412058,11889405620.0
cu1706,4754,1145528500.0
cu1705,41342,9924435600.0
rb1705,0,0
ru1705,0,0
cu1705,0,0
rb1710,0,0
ru1709,0,0
cu1706,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
ru1709,33420,6330991900.0
rb1705,1130946,39489225160.0
ru1705,118324,21980141400.0
rb1710,288546,9665674200.0
RM709,103104,253429632.0
TA705,258848,1440747968.0
CF709,7330,119918800.0
CF705,74360,1186413800.0
TA709,27826,157829072.0
RM705,346474,839852976.0
m1709,318842,9384636280.0
m1705,909226,26448838040.0
cu1706,9066,2194260800.0
cu1705,63314,15290166100.0
ru1709,0,0
rb1705,0,0
ru1705,0,0
cu1705,0,0
rb1710,0,0
cu1706,0,0
CF705,0,0
CF709,0,0
RM705,0,0
TA705,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
ru1709,25500,4885837300.0
rb1705,729358,25866447220.0
ru1705,84398,15860480700.0
rb1710,212390,7187029500.0
CF705,43576,695255080.0
TA705,323866,1812354136.0
CF709,5700,93309000.0
TA709,35628,202937088.0
RM705,127626,310514058.0
RM709,54296,134002528.0
m1705,380514,11100399460.0
cu1706,10352,2541608200.0
cu1705,60786,14876838500.0
ru1709,0,0
rb1705,0,0
ru1705,0,0
cu1705,0,0
rb1710,0,0
cu1706,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
ru1709,43308,8322269000.0
rb1705,1500772,52536010380.0
ru1705,145406,27376494700.0
rb1710,444062,14911250120.0
CF705,121950,1946931750.0
RM705,172168,420950760.0
TA705,313170,1738093500.0
RM709,64092,158755884.0
CF709,18312,300316800.0
TA709,42818,242178608.0
m1709,167790,4970395280.0
m1705,422204,12376244980.0
cu1706,11358,2760565200.0
cu1705,70914,17173165200.0
ru1709,0,0
rb1705,0,0
ru1705,0,0
cu1706,0,0
cu1705,0,0
rb1710,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
ru1709,35502,6915473700.0
rb1705,1225688,43553135800.0
ru1705,98062,18735807500.0
rb1710,321676,10796099540.0
RM705,193352,474292456.0
TA705,254730,1412732580.0
RM709,62794,155729120.0
CF709,7648,125197760.0
CF705,43460,693187000.0
TA709,25760,145595520.0
m1709,146922,4345472580.0
m1705,378846,11100822840.0
cu1706,9202,2238211100.0
cu1705,50408,12215055800.0
ru1709,0,0
rb1705,0,0
ru1705,0,0
cu1706,0,0
cu1705,0,0
rb1710,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
rb1705,1028696,35717666820.0
ru1705,108804,20259352300.0
rb1710,308492,10189110900.0
ru1709,44632,8506070000.0
CF705,124682,2044161390.0
RM705,170890,424490760.0
TA705,435456,2429844480.0
CF709,18274,307185940.0
TA709,66712,380124976.0
RM709,65448,163620000.0
m1709,192516,5732991100.0
m1705,454372,13445974620.0
cu1706,10498,2519714400.0
cu1705,54100,12938679900.0
rb1705,0,0
ru1705,0,0
rb1710,0,0
ru1709,0,0
cu1705,0,0
cu1706,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
rb1710,236122,7819965040.0
ru1709,67924,12789403500.0
rb1705,836836,29188254160.0
ru1705,165500,30438547700.0
CF705,190744,3072885840.0
TA705,665696,3701269760.0
CF709,33352,551308560.0
TA709,82702,469912764.0
RM705,265458,652495764.0
RM709,100276,247882272.0
m1709,249212,7340162340.0
m1705,538800,15785866820.0
cu1705,88618,21024212900.0
cu1706,17686,4210311800.0
cu1705,0,0
rb1710,0,0
ru1709,0,0
rb1705,0,0
ru1705,0,0
cu1706,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1709,0,0
m1705,0,0
ru1709,40306,7333992400.0
rb1705,1192786,40717649300.0
ru1705,95888,17089395400.0
rb1710,407594,13141747420.0
RM705,150276,363968472.0
TA705,746250,3998407500.0
RM709,68492,167394448.0
TA709,167618,918881876.0
CF709,21876,352641120.0
CF705,116702,1830470870.0
m1709,196938,5753142560.0
m1705,453960,13161958160.0
cu1706,10088,2396734600.0
cu1705,81816,19361898400.0
ru1709,0,0
rb1705,0,0
ru1705,0,0
cu1706,0,0
cu1705,0,0
rb1710,0,0
CF705,0,0
CF709,0,0
RM705,0,0
TA705,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
ru1709,43264,7821042000.0
rb1705,870620,29605035160.0
ru1705,92052,16273887800.0
rb1710,370854,11939665960.0
CF705,59212,923707200.0
RM705,143194,345527122.0
TA705,997124,5137182848.0
CF709,9910,159154600.0
RM709,62312,151916656.0
TA709,187236,991601856.0
m1705,362242,10475989900.0
cu1706,13260,3087673900.0
cu1705,97588,22663159200.0
ru1709,0,0
rb1705,0,0
ru1705,0,0
cu1706,0,0
cu1705,0,0
rb1710,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
rb1705,1246606,42185791940.0
ru1705,170178,29873750800.0
rb1710,537102,17157205140.0
ru1709,82342,14814594500.0
CF705,100302,1558191570.0
RM705,158884,378779456.0
TA705,863632,4407977728.0
RM709,84668,202610524.0
TA709,214148,1125990184.0
CF709,27282,436784820.0
m1709,207692,5973378040.0
m1705,429502,12296471960.0
cu1706,21742,5109296100.0
cu1705,159042,37252364700.0
m1705,0,0
rb1705,0,0
ru1705,0,0
cu1706,0,0
cu1705,0,0
rb1710,0,0
ru1709,0,0
m1709,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
rb1705,983504,35351406220.0
ru1705,107812,19166007300.0
rb1710,472912,15747492420.0
ru1709,57650,10485545000.0
CF705,87218,1350570730.0
RM705,159798,384314190.0
TA705,523566,2678563656.0
CF709,18956,303106440.0
RM709,92132,222775176.0
TA709,94024,495506480.0
m1709,200602,5803708020.0
m1705,366654,10558641760.0
cu1706,10834,2575843600.0
cu1705,90500,21449527000.0
rb1705,0,0
ru1705,0,0
rb1710,0,0
ru1709,0,0
cu1706,0,0
cu1705,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
rb1705,1187670,42662065220.0
ru1705,205076,35826377000.0
rb1710,954124,31811032640.0
ru1709,111590,19972572500.0
RM705,298136,703600960.0
TA705,755796,3819792984.0
RM709,139256,330454488.0
TA709,165542,862142736.0
CF709,31410,495649800.0
CF705,105172,1605450580.0
m1709,391626,11224898840.0
m1705,697704,19896418900.0
cu1706,17208,4080393300.0
cu1705,187710,44434449300.0
rb1705,0,0
ru1705,0,0
cu1706,0,0
cu1705,0,0
rb1710,0,0
ru1709,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
rb1705,539510,19668026800.0
ru1705,96558,17181479900.0
rb1710,418826,14316218560.0
ru1709,72018,13152110000.0
RM705,126218,301408584.0
TA705,437944,2236142064.0
CF709,17182,272076970.0
CF705,66634,1020499710.0
TA709,84236,443418304.0
RM709,74058,177739200.0
m1709,181602,5245541420.0
m1705,325668,9351384320.0
cu1706,16286,3913319800.0
cu1705,125494,30045426300.0
rb1705,0,0
ru1705,0,0
cu1705,0,0
rb1710,0,0
ru1709,0,0
cu1706,0,0
CF705,0,0
RM705,0,0
TA705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
m1705,0,0
m1709,0,0
rb1710,641082,21854643340.0
ru1709,108954,19968347000.0
rb1705,649506,23364984500.0
ru1705,110102,19619864900.0
TA705,414524,2116559544.0
CF709,16796,267140380.0
CF705,51946,798150290.0
TA709,93704,493632672.0
ZC705,58488,36052003.2
RM705,160422,380841828.0
RM709,104368,249543888.0
ZC709,6584,3694940.8
m1709,259102,7458933500.0
m1705,352342,10070491280.0
cu1705,102114,24532330900.0
cu1706,11820,2850011500.0
cu1705,0,0
rb1710,0,0
m1709,0,0
ru1709,0,0
rb1705,0,0
ru1705,0,0
cu1706,0,0
CF705,0,0
RM705,0,0
TA705,0,0
ZC705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
ZC709,0,0
m1705,0,0
rb1705,409420,14663870340.0
ru1705,73286,13342976600.0
rb1710,511546,17215052460.0
ru1709,80430,15042121000.0
RM705,124670,294969220.0
TA705,366328,1879262640.0
ZC705,78808,49191953.6
RM709,82504,197019552.0
CF709,22480,353610400.0
CF705,59802,910784460.0
TA709,125744,665688736.0
ZC709,8032,4547718.4
m1709,185946,5334188300.0
m1705,266116,7571122700.0
cu1706,13370,3227127800.0
cu1705,97748,23520691100.0
rb1705,443672,15840281020.0
ru1705,59390,10614714800.0
rb1710,849918,28178934520.0
ru1709,84524,15509331500.0
CF705,72524,1099826460.0
RM705,186862,451832316.0
TA705,249530,1267612400.0
CF709,32736,513300480.0
TA709,86856,455472864.0
ZC705,53170,32986668.0
RM709,187832,457746584.0
ZC709,13240,7493840.0
m1709,499088,14514458960.0
m1705,261870,7558596980.0
cu1706,23044,5550537900.0
cu1705,171406,41136196400.0
rb1705,0,0
ru1705,0,0
cu1706,0,0
cu1705,0,0
rb1710,0,0
ru1709,0,0
CF705,0,0
RM705,0,0
CF709,0,0
TA705,0,0
ZC705,0,0
RM709,0,0
TA709,0,0
ZC709,0,0
m1705,0,0
m1709,0,0
rb1710,781726,25197349160.0
ru1709,136782,24578437000.0
rb1705,441086,15346277960.0
ru1705,67274,11761466800.0
CF705,44328,666249840.0
RM705,179358,427768830.0
TA705,415748,2104516376.0
CF709,16900,262626000.0
RM709,260660,626365980.0
TA709,154458,806579676.0
ZC709,10588,5899633.6
ZC705,69448,42835526.4
m1709,547398,15712630140.0
m1705,239534,6824036460.0
cu1706,30330,7172575900.0
cu1705,154516,36424246600.0
cu1705,0,0
rb1710,0,0
ru1709,0,0
rb1705,0,0
ru1705,0,0
cu1706,0,0
CF705,0,0
RM705,0,0
CF709,0,0
RM709,0,0
TA705,0,0
ZC705,0,0
TA709,0,0
ZC709,0,0
m1709,0,0
m1705,0,0
rb1710,1186124,37253864800.0
ru1709,145300,24691379500.0
rb1705,421804,14429564340.0
ru1705,65248,10793087300.0
TA705,350490,1774180380.0
CF709,107934,1699420830.0
CF705,171494,2608423740.0
TA709,149508,779833728.0
ZC705,89330,55331002.0
RM705,137312,326802560.0
RM709,367254,879573330.0
ZC709,16042,8887268.0
m1709,699156,20017540760.0
m1705,237582,6754427440.0
cu1705,141746,33178482100.0
cu1706,32156,7545160500.0
cu1705,0,0
cu1706,0,0
rb1710,0,0
ru1709,0,0
rb1705,0,0
ru1705,0,0
CF705,0,0
RM705,0,0
CF709,0,0
TA705,0,0
ZC705,0,0
RM709,0,0
TA709,0,0
ZC709,0,0
m1709,0,0
m1705,0,0
rb1710,1836222,57925540000.0
ru1709,119480,20485310600.0
rb1705,506184,17378475260.0
ru1705,37970,6328565400.0
TA705,249258,1268723220.0
CF709,48604,767700180.0
CF705,54736,834997680.0
TA709,118700,622700200.0
ZC705,92092,57539081.6
RM705,80578,189197144.0
RM709,218516,516353308.0
ZC709,16224,9065971.2
m1709,432634,12275926340.0
m1705,124666,3518189780.0
cu1705,128198,30105060000.0
cu1706,25778,6071237700.0
rb1705,0,0
cu1706,0,0
cu1705,0,0
rb1710,0,0
ru1709,0,0
ru1705,0,0
CF705,0,0
RM705,0,0
TA705,0,0
ZC705,0,0
CF709,0,0
RM709,0,0
TA709,0,0
ZC709,0,0
m1705,0,0
m1709,0,0
